survey,stationName,surveyDate,surveyStartTime,surveyEndTime,dataRecorder,latDD,longDD,airTemp,weather,cloudCover,seaState,profiler,otherProfilerType,profilerMethod,bottleMethod,depthProfiler,depthFinder,secchi,exoProfileNumber,notes,tideStage,OASamples,OAFilteredSfc,OAFilteredBtm,OADupSampleName,OAblankSampleName,OANotes,allSamplesList,minDO_station,sampleName,sampleDepth,depthCode,sampleTime,waterTemp,salinity,dissolvedOxygen,pH,chlA,fDOM,turbidity,mV_pH,cablePower,otherParameters,surveySampleName,generalPlanktonNotes,revolStartA,revolStartB,revolStartD,revolEndA,revolEndB,revolEndD,totalRevA,totalRevB,totalRevD,volTowNetA,volTowNetB,bottle1Depth,bottle2Depth,bottle3Depth,bottle4Depth,bottle5Depth,bottle6Depth,bottle7Depth,bottle8Depth,bottle9Depth,bottle10Depth,compositeVolume,compositeSamplesCollected,compositeSampleOthers,volMesoNetA,ctenophorePercentA,scyphozoaPercentA,othersFamilyPercentA,mnemiopsisPercentA,pleurobrachiaPercentA,aureliaPercentA,cyaneaPercentA,chrysaoraPercentA,otherGeneraPercentA,volMesoNetB,ctenophorePercentB,scyphozoaPercentB,otherFamilyPercentB,mnemiopsisPercentB,pleurobrachiaPercentB,aureliaPercentB,cyaneaPercentB,chrysaoraPercentB,otherGeneraPercentB,gelatinousFormsNotes,senjiSamples,senjiLugolsSfc,senjiLugolsBtm,phytoplanktonNotes,SourceFile,regSampleName,ActivityCommentText,surveyPlankStation,S123_x,S123_y,editor,editorDate,ESRIsurveyStart,ESRIsurveyEnd,s123FormIssues
WQFEB25,A4,1/30/2025,11:18:00,11:31:00,KAO,40.872,-73.73533333,NA,00,0,2,EXO 1313,NA,R,R,35.2,28.9,1.1,111643,"Altabet: 5/6 #1

Rosette tripped weirdly. 
SOG 1.2 kts, drifted quite a bit shallower",4,"S,B",Y,Y,NA,NA,NA,"A4B, A4S, A4SS, A4, BLANK A, A4S-DUP",12.42,A4S-DUP,2,S,11:26,1.54,27.98,12.84,8.28,10.11,2.52,4.18,NA,NA,NA,WQFEB25_A4S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,M3,2/3/2025,13:34:00,13:46:00,KAO,41.23766666666667,-72.05333333,NA,02,100,2,EXO 1313,NA,R,R,44,70.6,2.6,133414,"Altabet: 33/34, #9",1,NA,NA,NA,NA,NA,NA,"M3B, M3S, BLANK C, M3S-DUP",10.25,M3S-DUP,2,S,13:44,3.89,31.44,10.71,8.05,1.45,1.43,1.73,NA,NA,NA,WQFEB25_M3S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,A4,1/30/2025,11:18:00,11:31:00,KAO,40.872,-73.73533333,NA,00,0,2,EXO 1313,NA,R,R,35.2,28.9,1.1,111643,"Altabet: 5/6 #1

Rosette tripped weirdly. 
SOG 1.2 kts, drifted quite a bit shallower",4,"S,B",Y,Y,NA,NA,NA,"A4B, A4S, A4SS, A4, BLANK A, A4S-DUP",12.42,BLANK A,23.8,B,11:23,1.62,28.17,12.42,8.25,20.65,2.33,6.34,NA,NA,NA,WQFEB25_BLANK A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,F3,1/31/2025,10:05:00,10:18:00,KAO,41.018,-73.1455,NA,02,100,1,EXO 1313,NA,R,R,40.4,41.5,1.5,100530,"Altabet: 19/20, #5
Seal swimming by",3,NA,NA,NA,NA,NA,NA,"F3B, F3S, BLANK B",11.31,BLANK B,35.5,B,10:12,2.25,28.67,11.31,8.02,7.59,2.05,5.92,NA,NA,NA,WQFEB25_BLANK B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,M3,2/3/2025,13:34:00,13:46:00,KAO,41.23766666666667,-72.05333333,NA,02,100,2,EXO 1313,NA,R,R,44,70.6,2.6,133414,"Altabet: 33/34, #9",1,NA,NA,NA,NA,NA,NA,"M3B, M3S, BLANK C, M3S-DUP",10.25,BLANK C,40,B,13:40,4.13,31.84,10.25,8.03,1.73,1.3,2.28,NA,NA,NA,WQFEB25_BLANK C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAPR25,K2,4/4/2025,14:14:00,14:36:00,KAO,41.233666666666664,-72.26633333,NA,01,95,2,EXO 1314,NA,R,R,39,38.1,2.1,141425,Altabet: 33/34,3,"S,B",Y,Y,NA,NA,NA,"K2B, K2S",9.89,K2B,34.2,B,14:21:00,5.95,30.08,9.89,7.79,0.33,1.62,2.66,NA,NA,NA,WQAPR25_K2B,"New plankton net, same flow meters",75897,16688.8,28355.6,76593.5,17418.5,29096.1,696.5,729.7000000000007,740.5,8805.2,9224.9,34.4,28.4,22,15.7,8.8,2,NA,NA,NA,NA,30,"wholeWater,64micron",NA,15,100,NA,NA,NA,100,NA,NA,NA,NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQAPR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,C1,6/3/2025,13:16:00,13:25:00,KAO,40.95633333333333,-73.57933333,NA,00,0,0,EXO 1314,NA,R,R,18.3,17.8,2.3,131626,"Altabet: 19/20  #4
Two recreational fishing boats on station",3,"S,B",Y,Y,NA,NA,NA,"C1B, C1S",7.77,C1S,2,S,13:23:00,15.42,26.08,8.76,7.98,1.72,2.09,2.03,NA,NA,NA,WQJUN25_C1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAPR25,M3,4/4/2025,13:06:00,13:19:00,KAO,41.23683333333334,-72.05283333,NA,01,90,2,EXO 1314,NA,R,R,41.5,69.5,3.1,130615,"Altabet: 31/32, #9",3,NA,NA,NA,NA,NA,NA,"M3B, M3S, BLANK C, M3S-DUP",9.79,M3B,39.6,B,13:13:00,6.12,30.59,9.79,7.85,0.2,1.44,1.54,NA,NA,NA,WQAPR25_M3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAPR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,C2,6/3/2025,10:18:00,10:30:00,KAO,40.983666666666664,-73.50216667,NA,00,0,0,EXO 1314,NA,R,R,31.7,31.2,4,101752,Altabet: 13/14,1,NA,NA,NA,NA,NA,NA,"C2B, C2S, C2SS",7.69,C2S,2,S,10:28:00,15.08,26.08,8.34,7.93,1.66,2.18,1.88,NA,NA,NA,WQJUN25_C2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,J2,6/2/2025,10:51:00,11:01:00,KAO,41.18233333333333,-72.45583333,NA,00,0,1,EXO 1314,NA,R,R,15.3,12.8,3,105132,"Altabet: 5/6, #2
SOG 1.2 kts",2,NA,NA,NA,NA,NA,NA,"J2B, J2S, J2SS",8.66,J2B,10.3,B,10:56:00,12.83,27.78,8.66,8.01,1.21,1.93,2.74,NA,NA,NA,WQJUN25_J2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,D3,6/3/2025,14:15:00,14:41:00,KAO,40.99333333333333,-73.4105,NA,00,0,0,EXO 1314,NA,R,R,38.3,38.7,3.4,141520,"Altabet: 21/22, #5",3,"S,B",Y,Y,NA,NA,NA,"D3B, D3S",7.77,D3S,2,S,14:27:00,15.32,26.07,8.66,7.96,1.89,2.17,1.87,NA,NA,NA,WQJUN25_D3S,NA,8109.6,2200.8,3322.7,8174.4,2280.2,3376.9,64.79999999999927,79.39999999999964,54.20000000000027,819.2,1003.8,33.2,26.9,20.9,14.5,8.2,2,NA,NA,NA,NA,30,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,I2,6/2/2025,12:07:00,12:25:00,KAO,41.138333333333335,-72.65516667,NA,01,50,1,EXO 1314,NA,R,R,26.8,26.4,3.2,120647,Altabet: 7/8,3,"S,B",Y,Y,I2B-DUP,NA,Switched duplicate to I2 B due to a lab accident resulting in not enough surface water.,"I2B, I2S, I2SS",8.44,I2B,21.5,B,12:12:00,13.57,26.95,8.44,7.97,1,1.9,3,NA,NA,NA,WQJUN25_I2B,Two surface (2.0 m) went into the composite accidentally,80263.8,21147.9,32483.9,80812.6,2170.5,32970.6,548.8000000000029,18977.4,486.6999999999971,6937.9,239912.3,21.8,16.9,12.2,7.6,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B,S",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,E1,6/4/2025,9:05:00,9:20:00,KAO,41.019333333333336,-73.29166667,NA,04,100,0,EXO 1314,NA,R,R,38.1,37.8,2.5,090534,Altabet: 23/24 #6,1,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, BLANK B, E1S-DUP",7.7,E1S,2,S,9:17:00,15.95,26.37,8.87,7.97,0.57,1.76,1.64,NA,NA,NA,WQJUN25_E1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,H2,6/2/2025,13:56:00,14:03:00,KAO,41.1785,-72.96033333,NA,01,10,3,EXO 1314,NA,R,R,14.5,13.8,2.8,135522,Altabet: 9/10,3,NA,NA,NA,NA,NA,NA,"H2B, H2S",8.08,H2B,10.1,B,14:00:00,12.79,26.96,8.08,7.89,1.47,1.98,3.09,NA,NA,NA,WQJUN25_H2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,F2,6/4/2025,8:06:00,8:22:00,KAO,41.0805,-73.167,NA,04,100,0,EXO 1314,NA,R,R,20.5,20.1,3.1,080612,Altabet: 23/24,1,"S,B",Y,Y,NA,NA,NA,"F2B, F2S",7.71,F2S,2,S,8:15:00,15,26.26,9.1,7.93,1.31,1.74,2.07,NA,NA,NA,WQJUN25_F2S,Extra niskin in composite. Bottle tripped at unknown depth,8174.5,2280.2,3377,8214.1,2322,3414.1,39.60000000000037,41.80000000000018,37.09999999999991,500.6,528.4,15.4,11.3,6.8,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJAN25,M3,1/6/2025,11:58:00,12:13:00,KAO,41.23766666666667,-72.05333333,NA,02,100,2,EXO 1314,NA,R,R,42,68.8,3.1,115841,Altabet: 3/4,1,NA,NA,NA,NA,NA,NA,"M3B, M3S, BLANK C, M3S-DUP",9.62,M3S-DUP,2,S,12:10:00,6.33,30.55,9.8,7.8,0.43,1.5,NA,NA,NA,NA,WQJAN25_M3S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJAN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJAN25,M3,1/6/2025,11:58:00,12:13:00,KAO,41.23766666666667,-72.05333333,NA,02,100,2,EXO 1314,NA,R,R,42,68.8,3.1,115841,Altabet: 3/4,1,NA,NA,NA,NA,NA,NA,"M3B, M3S, BLANK C, M3S-DUP",9.62,BLANK C,40,B,12:07:00,6.62,31.1,9.62,7.8,0.45,1.3,NA,NA,NA,NA,WQJAN25_BLANK C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJAN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,21,6/30/2025,9:03:00,9:13:00,KAO,41.163333333333334,-73.01433333,NA,01,55,1,EXO 1313,NA,R,R,14.3,13.6,3,090312,NA,1,NA,NA,NA,NA,NA,NA,"21NB, 21S",6.27,21NB,13.3,NB,9:09:00,17.41,26.77,6.27,7.53,1.7,NA,12.01,NA,NA,NA,WQJUL25_21NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,21,6/30/2025,9:03:00,9:13:00,KAO,41.163333333333334,-73.01433333,NA,01,55,1,EXO 1313,NA,R,R,14.3,13.6,3,090312,NA,1,NA,NA,NA,NA,NA,NA,"21NB, 21S",6.27,21S,2,S,9:11:00,21.05,26.6,8.92,7.94,0.74,NA,1.58,NA,NA,NA,WQJUL25_21S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,18,6/30/2025,9:39:00,9:45:00,KAO,41.122166666666665,-73.09016667,NA,01,65,1,EXO 1313,NA,R,R,12.6,11.9,2.4,093902,NA,2,NA,NA,NA,NA,NA,NA,"18NB, 18S",6.65,18NB,11.4,NB,9:42:00,17.32,26.65,6.65,7.68,0.78,NA,8.86,NA,NA,NA,WQJUL25_18NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,18,6/30/2025,9:39:00,9:45:00,KAO,41.122166666666665,-73.09016667,NA,01,65,1,EXO 1313,NA,R,R,12.6,11.9,2.4,093902,NA,2,NA,NA,NA,NA,NA,NA,"18NB, 18S",6.65,18S,2,S,9:43:00,19.28,26.28,7.4,7.73,1.89,NA,2.21,NA,NA,NA,WQJUL25_18S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,16,6/30/2025,10:06:00,10:12:00,KAO,41.120666666666665,-73.1625,NA,01,65,2,EXO 1313,NA,R,R,9.1,8.3,2.2,100623,NA,2,NA,NA,NA,NA,NA,NA,"16NB, 16S",7.45,16NB,7.8,NB,10:09:00,18.57,26.44,7.45,7.77,1.89,NA,4.05,NA,NA,NA,WQJUL25_16NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,16,6/30/2025,10:06:00,10:12:00,KAO,41.120666666666665,-73.1625,NA,01,65,2,EXO 1313,NA,R,R,9.1,8.3,2.2,100623,NA,2,NA,NA,NA,NA,NA,NA,"16NB, 16S",7.45,16S,2,S,10:10:00,19.96,26.06,8.27,7.84,1.61,NA,1.54,NA,NA,NA,WQJUL25_16S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,F2,6/30/2025,10:28:00,10:42:00,KAO,41.0805,-73.1655,NA,01,70,1,EXO 1313,NA,R,R,19.2,18.6,2.6,102729,Altabet: 1/2,NA,"S,B",Y,Y,NA,NA,NA,"F2NB, F2B, F2S, F2SS",6.02,F2NB,17.6,NB,10:31:00,16.05,26.82,6.11,7.63,0.49,NA,5.04,NA,NA,NA,WQJUL25_F2NB,NA,82564.9,23665.7,34478.1,82966.2,24074.3,34835.2,401.3000000000029,408.59999999999854,357.09999999999854,5073.2,5165.5,13.6,9.7,5.8,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,5,100,NA,NA,100,NA,NA,NA,NA,NA,5,100,NA,NA,100,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,F2,6/30/2025,10:28:00,10:42:00,KAO,41.0805,-73.1655,NA,01,70,1,EXO 1313,NA,R,R,19.2,18.6,2.6,102729,Altabet: 1/2,NA,"S,B",Y,Y,NA,NA,NA,"F2NB, F2B, F2S, F2SS",6.02,F2B,13.6,B,10:32:00,16.26,26.74,6.02,7.62,0.47,NA,3.85,NA,NA,NA,WQJUL25_F2B,NA,82564.9,23665.7,34478.1,82966.2,24074.3,34835.2,401.3000000000029,408.59999999999854,357.09999999999854,5073.2,5165.5,13.6,9.7,5.8,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,5,100,NA,NA,100,NA,NA,NA,NA,NA,5,100,NA,NA,100,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,15,6/4/2025,9:59:00,10:07:00,KAO,40.93083333333333,-73.2205,NA,04,100,0,EXO 1314,NA,R,R,15.9,15.2,2.5,095814,Altabet: 27/28,1,"S,B",Y,Y,NA,NA,NA,"15B, 15S",8.04,15S,2,S,10:05:00,15.65,26.22,8.69,7.95,1.66,2.01,2.1,NA,NA,NA,WQJUN25_15S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,F2,6/30/2025,10:28:00,10:42:00,KAO,41.0805,-73.1655,NA,01,70,1,EXO 1313,NA,R,R,19.2,18.6,2.6,102729,Altabet: 1/2,NA,"S,B",Y,Y,NA,NA,NA,"F2NB, F2B, F2S, F2SS",6.02,F2SS,0.5,SS,10:37:00,19.53,26.27,8.47,7.89,2.81,NA,1.11,NA,NA,NA,WQJUL25_F2SS,NA,82564.9,23665.7,34478.1,82966.2,24074.3,34835.2,401.3000000000029,408.59999999999854,357.09999999999854,5073.2,5165.5,13.6,9.7,5.8,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,5,100,NA,NA,100,NA,NA,NA,NA,NA,5,100,NA,NA,100,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,13,6/30/2025,11:02:00,11:11:00,KAO,41.05866666666667,-73.23516667,NA,01,60,2,EXO 1313,NA,R,R,21.8,21.1,3.2,110235,NA,3,NA,NA,NA,NA,NA,NA,"13NB, 13S",6.36,13NB,20.7,NB,11:07:00,15.83,26.89,6.36,7.67,0.47,NA,5.55,NA,NA,NA,WQJUL25_13NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,13,6/30/2025,11:02:00,11:11:00,KAO,41.05866666666667,-73.23516667,NA,01,60,2,EXO 1313,NA,R,R,21.8,21.1,3.2,110235,NA,3,NA,NA,NA,NA,NA,NA,"13NB, 13S",6.36,13S,2,S,11:09:00,21.58,26.35,8.68,7.96,0.62,NA,1.18,NA,NA,NA,WQJUL25_13S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,E1,6/30/2025,11:34:00,11:46:00,KAO,41.019333333333336,-73.29216667,NA,01,55,2,EXO 1313,NA,R,R,36.7,36.6,3.1,113333,Altabet: 3/4 #1,3,"S,B",Y,Y,NA,NA,NA,"E1NB, E1B, E1S, E1SS, BLANK B, E1S-DUP",6.19,E1NB,35.4,NB,11:40:00,14.94,27.06,6.19,7.65,0.36,NA,6.63,NA,NA,NA,WQJUL25_E1NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUL25,E1,6/30/2025,11:34:00,11:46:00,KAO,41.019333333333336,-73.29216667,NA,01,55,2,EXO 1313,NA,R,R,36.7,36.6,3.1,113333,Altabet: 3/4 #1,3,"S,B",Y,Y,NA,NA,NA,"E1NB, E1B, E1S, E1SS, BLANK B, E1S-DUP",6.19,E1B,31.7,B,11:41:00,14.97,27.06,6.19,7.66,0.37,NA,4.39,NA,NA,NA,WQJUL25_E1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,F3,6/4/2025,10:45:00,10:59:00,KAO,41.018,-73.1425,NA,04,100,0,EXO 1314,NA,R,R,40.3,40,2.7,NA,Altabet: 29/30 #7,1,NA,NA,NA,NA,NA,NA,"F3B, F3S",7.76,F3S,2,S,10:57:00,15.63,26.39,8.88,7.98,0.69,1.77,1.32,NA,NA,NA,WQJUN25_F3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
